t/AU/n,['town']
br/E/kt,['brecht']
t/aI/rd,['tired']
gr/oU/n,"['grown', 'groan']"
gr/oU/p,['grope']
r/I/tS/,['rich']
gr/oU/s,"['grosz', 'gross']"
gr/oU/t,"['groat', 'grote']"
gr/oU/v,['grove']
b/u/k,['bouk']
/D/oU/,"['tho', 'though']"
n/aI/vz,['knives']
/S/&/k,['shack']
sl/A/p,['slop']
sl/A/v,['slav']
/S/&/l,['shall']
/S/&/g,['shag']
/S/&/d,['shad']
sl/A/b,['slob']
sl/A/g,['slog']
k/U/d,['could']
k/U/k,"['cook', 'coke', 'cooke']"
gl/I/nt,['glint']
/S/&/p,['chappe']
k/U/n,['kun']
v/Oi/st,['voiced']
m/E/ld,['meld']
p/eI/ld,['paled']
m/E/lt,['melt']
g/A/T/,['goth']
sk/eI/p,['scape']
t/@/tS/,['touch']
p/O/,['paw']
k/@/rd,"['caird', 'curd', 'kurd', 'koord']"
k/@/rf,"['curf', 'kerf']"
sk/A/r,['scar']
k/@/rl,['curl']
v/&/ns,['vance']
k/@/rk,['kirk']
k/@/rt,"['curt', 'kurt']"
spr/aI/,['spry']
k/@/rv,['curve']
k/@/rs,['curse']
sk/A/l,['scall']
sk/A/n,['scone']
bl/I/mp,['blimp']
b/u/t,"['bhoot', 'boot', 'bhut']"
mAr/O/k,['maroc']
s/eI/,"['say', 'sei']"
/S/O/n,"['shawn', 'shaun', 'dunston', 'sean']"
r/O/NSAr,['ronsard']
tr/O/T/,['troth']
w/oU/v,['wove']
f/oU/nz,['fons']
w/oU/d,['woad']
w/oU/k,"['woke', 'wouk']"
pwAt/j/eI/,['poitiers']
b/E/rnArt,['beernaert']
p/@/r/tS/,['perch']
s/&/m,['sam']
bAb/y/f,['babeuf']
dr/AU/T/,['drouth']
sm/u/D/,['smooth']
s/&/k,"['sac', 'sacque', 'sack']"
/oU/oU/,['o-o']
t/eI/st,['taste']
p/AU/r,['paur']
p/AU/t,['pout']
sw/eI/dZ/,['swage']
f/oU/n,['phone']
k/A/st,['cast']
f/oU/l,['foal']
f/oU/m,['foam']
f/oU/k,['folk']
f/eI/T/,['faith']
f/oU/v,['fauve']
f/oU/r,"['four', 'fore']"
b/E/T/,['beth']
/E/D/,['edh']
s/&/v,['salve']
b/&/N/S/wA,['binchois']
w/oU/nt,"['wont', ""won't""]"
/&/lp,['alp']
/S/r/I/ft,['shrift']
/&/lf,['alf']
/I/N/k,['ink']
h/I/lt,['hilt']
/S/r/&/N/k,"['schrank', 'shrank']"
f/I/sk,"['fisc', 'fiske']"
sn/AU/k,['snowk']
spl/&/S/,['splash']
sn/AU/t,['snout']
fr/O/mAZh,['fromage']
b/i/i/st,['be-east']
f/@/r/T/,['firth']
p/I/n/dZ/,['pinge']
bl/@/nt,['blunt']
dAk/O/r,"[""d'accord""]"
pwaNdApw/i/,"[""points_d'appui"", ""point_d'appui""]"
d/A/rg,['darg']
d/A/rk,['dark']
d/A/rn,['darn']
sn/eI/l,['snail']
d/A/rt,['dart']
v/A/nthof,"[""van't_hoff""]"
s/E/kt,['sect']
/dZ/U/N/,['chung']
str/E/N/k/T/,['strength']
k/O/rps,['corpse']
mAgr/i/t,['magritte']
n/&/tS/,['natch']
tr/u/,"['true', 'trew']"
/S/U/ln,['shuln']
r/Oi/l,['roil']
b/A/sk,"['bosc', 'bosk']"
mA/j/E/n,['mayenne']
g/u/tS/,['gooch']
sp/AU/z,['spouse']
sp/AU/t,['spout']
s/&/nz,['sans']
/S/I/st,['schist']
s/&/nd,['sand']
h/i/T/,['heath']
sk/E/p,['skep']
l/i/ft,['leafed']
/Z/i/d,['gide']
l/&/d,"['lad', 'ladd']"
/Z/i/g,['gigue']
/j/zk/@/nz,['eyskens']
m/eI/ps,['mapes']
/S/E/lvd,['shelved']
gr/&/b,['grab']
kr/u/z,"['cruz', 'cruse', 'cruise']"
d/i/,"['dee', 'die', 'd', 'di']"
gr/&/f,['graph']
gr/&/d,['grad']
g/&/N/,"['gangue', 'gang']"
kr/u/s,['crouse']
gr/&/n,['gran']
gr/&/m,"['gramme', 'gram']"
gr/&/s,['grass']
f/i/,"['fi', 'fee']"
kr/u/n,"['croon', 'kroon']"
kr/u/d,"['crude', 'crood']"
skr/aI/b,['scribe']
/T/I/g,['thig']
/T/I/n,['thin']
/T/I/l,['thill']
/T/I/k,['thick']
s/(@)f/r/I/N/,['suffering']
kr/O/s,"['crosse', 'cross']"
/j/eI/l,['yale']
kr/O/l,['crawl']
kw/I/S/,['cuish']
d/oU/,"['doh', 'dough', 'doe']"
/O/ld,['auld']
h/@/tS/,['hutch']
kw/&/k,['quack']
kw/oU/t,['quote']
sp/A/rks,['sparks']
l/oU/p,['lope']
b/u/n,"['boon', 'boone']"
b/u/l,"['boole', 'boule', 'buhl', 'bul']"
b/u/m,['boom']
b/u/b,['boob']
b/u/f,['bouffe']
b/u/d,['bood']
r/&/T/,['wrath']
b/u/z,"['booze', 'bowse']"
w/I/N/k,['wink']
w/I/N/d,['winged']
sAVA,['ca_va']
/T/E/ft,['theft']
gr/I/ft,['grift']
d/I/rl,['dirl']
dAlAd/j/eI/,['daladier']
Al/A/Ns/j/en,"[""a_l'ancienne""]"
sw/&/k,['swak']
g/@/n/dZ/,['gunge']
/S/m/u/z,"['schmoose', 'schmooze']"
r/u/,"['roo', 'roux', 'rue']"
bun/eI/bri/T/,"[""b'nai_b'rith""]"
pl/E/dZ/,['pledge']
st/A/rv,['starve']
b/i/rd,['beard']
gw/A/r,['guar']
prinsizfe/T/@/r,"[""prince's-feather""]"
l/@/N/,['lung']
l/E/r,['ler']
b/A/N/,['bong']
l/oU/m,['loam']
v/@/r,['vair']
k/A/NtAl,['cantal']
